poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,politician_id,politician,yes,no,alternate_answers
79074,1575,Leger,1783,The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,5/28/22,5/29/22,,"",,156120,1005,a,,a,,6/3/22 08:52,"",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-june-2-2022/,"",false,,6826,Kamala Harris,40.0,58.0,2.0
78993,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,5/17/22,5/17/22,,"",,155689,1500,rv,,rv,,5/20/22 12:57,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-17-may-2022/,"",false,,6826,Kamala Harris,37.0,45.0,18.0
78970,1575,Leger,1783,The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,5/13/22,5/15/22,,"",,155524,1000,a,,a,,5/17/22 13:42,"",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-may-17-2022/,"",false,,6826,Kamala Harris,41.0,57.0,2.0
78899,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,5/1/22,5/1/22,,"",,155296,1500,rv,,rv,,5/5/22 12:24,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-1-may-2022/,"",false,,6826,Kamala Harris,36.0,43.0,21.0
78868,1575,Leger,1783,The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,4/29/22,5/1/22,,"",,155163,1005,a,,a,,5/2/22 20:06,"",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-may-2-2022/,"",false,,6826,Kamala Harris,40.0,58.0,2.0
78870,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,4/28/22,5/1/22,,"",,155178,1003,rv,,rv,,5/3/22 20:03,"",https://www.foxnews.com/official-polls/05-03-22-fox-news-poll-voters-are-most-worried-about-inflation-and-the-countrys-future,"",false,,6826,Kamala Harris,41.0,53.0,5.0
78798,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,B,IVR/Live Phone/Text/Online Panel/Email,,4/18/22,4/20/22,,"",,154785,1077,lv,,lv,,4/21/22 13:25,"",https://www.thetrafalgargroup.org/news/nat-survey-biden-approval-0422/,"",false,REP,6826,Kamala Harris,28.5,62.6,8.9
78797,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,4/18/22,4/18/22,,"",,154765,1500,rv,,rv,,4/21/22 13:17,"",https://redfieldandwiltonstrategies.com/wp-content/uploads/2022/03/Joe-Biden-Administration-Approval-Ratings-and-Hypothetical-Voting-Intention-08.03.2022.xlsx,"",false,,6826,Kamala Harris,36.0,46.0,19.0
78754,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/9/22,4/12/22,,"",,154632,1500,a,,a,,4/13/22 15:39,"",https://docs.cdn.yougov.com/3gmmhwtyj0/econToplines.pdf,"",false,,6826,Kamala Harris,39.0,48.0,14.0
78754,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/9/22,4/12/22,,"",,154633,1303,rv,,rv,,4/13/22 15:39,"",https://docs.cdn.yougov.com/v29gmo3oqg/econTabReport%20%282%29.pdf,"",false,,6826,Kamala Harris,41.0,49.0,10.0
78726,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,4/3/22,4/3/22,,"",,154490,1500,rv,,rv,,4/7/22 13:03,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-3-april-2022/,"",false,,6826,Kamala Harris,37.0,43.0,20.0
78664,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,3/20/22,3/20/22,,"",,154136,1500,rv,,rv,,3/24/22 13:14,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-20-march-2022/,"",false,,6826,Kamala Harris,37.0,43.0,21.0
78665,1575,Leger,1783,The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,3/18/22,3/20/22,,"",,154148,1000,a,,a,,3/24/22 18:28,"",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-march-24-2022/,"",false,,6826,Kamala Harris,42.0,56.0,2.0
78680,1027,Saint Leo U.,"","",Saint Leo University,299,Saint Leo University Polling Institute,C/D,Online Panel,,2/28/22,3/12/22,,"",,154206,1000,a,,a,,3/29/22 11:21,"",https://projects.fivethirtyeight.com/polls/20220329_US_StLeo.pdf,"",false,,6826,Kamala Harris,40.3,51.9,7.8
78561,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,3/8/22,3/8/22,,"",,153546,1500,rv,,rv,,3/10/22 21:45,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-8-march-2022/,"",false,,6826,Kamala Harris,34.0,43.0,23.0
78545,1575,Leger,1783,The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,3/4/22,3/6/22,,"",,153495,1003,a,,a,,3/8/22 17:15,"",https://projects.fivethirtyeight.com/polls/20220308_US_Leger.pdf,"",false,,6826,Kamala Harris,44.0,54.0,3.0
78490,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,2/23/22,2/23/22,,"",,152894,1500,rv,,rv,,2/24/22 12:42,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-23-february-2022/,"",false,,6826,Kamala Harris,37.0,42.0,22.0
78493,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,2/19/22,2/22/22,,"",,152955,1001,rv,,rv,,2/24/22 21:55,"",https://www.foxnews.com/official-polls/fox-news-poll-president-biden-not-tough-russia,"",false,,6826,Kamala Harris,40.0,56.0,4.0
78425,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,2/6/22,2/6/22,,"",,152589,1500,rv,,rv,,2/10/22 12:43,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-6-february-2022/,"",false,,6826,Kamala Harris,36.0,43.0,21.0
78405,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,2/4/22,2/6/22,,"",,152459,1005,a,,a,,2/8/22 09:20,"",https://leger360.com/surveys/legers-north-american-tracker-february-8-2022/,"",false,,6826,Kamala Harris,40.0,57.0,3.0
78360,573,Zogby,"","",Zogby Analytics,395,Zogby Analytics,B-,Online Panel,,1/21/22,1/24/22,,"",,152262,897,lv,,lv,,1/28/22 14:10,"",https://zogbyanalytics.com/news/1118-the-zogby-poll-new-biden-and-harris-job-approval-numbers-both-struggling-with-swing-voters-and-their-base,"",false,,6826,Kamala Harris,43.3,48.5,8.2
78361,1575,Leger,1783,The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,1/21/22,1/23/22,,"",,152277,1000,a,,a,,1/29/22 20:43,"",https://projects.fivethirtyeight.com/polls/20220129_US_Leger.pdf,"",false,,6826,Kamala Harris,42.0,56.0,2.0
78322,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,1/16/22,1/19/22,,"",,152050,1001,rv,,rv,,1/23/22 12:40,"",https://www.foxnews.com/politics/fox-news-poll-voters-split-congressional-election,"",false,,6826,Kamala Harris,43.0,54.0,3.0
78281,568,YouGov,133,CBS News,YouGov,391,YouGov,B+,Online Panel,,1/12/22,1/14/22,,"",,151958,2094,a,,a,,1/20/22 09:23,"",https://www.cbsnews.com/news/kamala-harris-approval-tracks-biden-opinion-poll-january-2022/,"",false,,6826,Kamala Harris,44.0,56.0,0
78272,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,1/8/22,1/9/22,,"",,151774,1500,rv,,rv,,1/13/22 12:21,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-8-9-january-2022/,538,false,,6826,Kamala Harris,35.0,43.0,23.0
78170,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,A-,Live Phone,,12/27/21,12/30/21,,"",,151561,1000,rv,,rv,,1/7/22 09:02,"",https://www.usatoday.com/story/news/politics/2022/01/04/gop-midterm-red-flag-bidens-leadership-challenge-usat-suffolk-poll/9078226002/?gnt-cfr=1,538,false,,6826,Kamala Harris,32.3,47.4,20.3
78176,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online Panel,,12/14/21,12/20/21,,"",,151639,1000,a,,a,,1/11/22 09:37,"",https://polsci.umass.edu/toplines-and-crosstabs-december-2021-national-poll-bidens-first-year,538,false,,6826,Kamala Harris,35.0,53.0,13.0
78125,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,12/18/21,12/18/21,,"",,151316,1500,rv,,rv,,12/22/21 12:20,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-18-december-2021/,538,false,,6826,Kamala Harris,37.0,41.0,23.0
78114,169,Gallup,"","",Gallup,112,Gallup,B+,Live Phone,,12/1/21,12/16/21,,"",,151414,811,a,,a,,12/27/21 09:29,"",https://news.gallup.com/poll/358373/justice-roberts-tops-federal-leaders-americans-approval.aspx,538,false,,6826,Kamala Harris,44.0,54.0,1.0
78070,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,12/6/21,12/7/21,,"",,151049,926,rv,,rv,,12/14/21 19:42,"",https://thehill.com/hilltv/what-americas-thinking/585765-poll-43-percent-approve-of-harris-as-vice-president,538,false,,6826,Kamala Harris,43.0,50.0,7.0
78037,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,12/5/21,12/5/21,,"",,150972,1500,rv,,rv,,12/9/21 13:00,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-5-december-2021/,538,false,,6826,Kamala Harris,35.0,42.0,24.0
77985,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,12/3/21,12/5/21,,"",,150807,1004,a,,a,,12/7/21 09:34,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/12/Legers-North-American-Tracker-December-6th-2021.pdf,538,false,,6826,Kamala Harris,41.0,57.0,2.0
77827,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,11/19/21,11/21/21,,"",,150429,1001,a,,a,,11/23/21 09:20,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/11/Legers-North-American-Tracker-November-22nd-2021.pdf,538,false,,6826,Kamala Harris,42.0,55.0,3.0
77890,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,11/16/21,11/18/21,,"",,150545,2787,rv,,rv,,11/29/21 09:15,"",https://thehill.com/hilltv/583014-bidens-job-approval-gains-two-points-in-latest-hill-poll,538,false,,6826,Kamala Harris,40.0,43.0,0
77770,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,11/14/21,11/17/21,,"",,150276,1003,rv,,rv,,11/18/21 21:18,"",https://static.foxnews.com/foxnews.com/content/uploads/2021/11/Fox_November-14-17_National_Topline_November-18-Release.pdf,538,false,,6826,Kamala Harris,40.0,53.0,7.0
77744,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,11/15/21,11/15/21,,"",,150175,1500,rv,,rv,,11/18/21 12:11,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-15-november-2021/,538,false,,6826,Kamala Harris,34.0,44.0,23.0
77481,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,11/5/21,11/7/21,,"",,149671,1006,a,,a,,11/9/21 08:56,"",https://leger360.com/surveys/legers-north-american-tracker-november-9-2021/,538,false,,6826,Kamala Harris,43.0,55.0,2.0
77474,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,A-,Live Phone,,11/3/21,11/5/21,,"",,149540,1000,rv,,rv,,11/7/21 13:52,"",https://www.usatoday.com/story/news/politics/2021/11/07/biden-approval-falls-38-midterms-loom-usa-today-suffolk-poll/6320098001/,538,false,,6826,Kamala Harris,27.8,51.2,21.0
77199,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,10/31/21,10/31/21,,"",,148960,1500,rv,,rv,,11/4/21 13:10,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-31-october/,538,false,,6826,Kamala Harris,37.0,42.0,21.0
77037,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,10/22/21,10/24/21,,"",,146818,1002,a,,a,,10/26/21 08:57,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/10/Legers-North-American-Tracker-October-25th-2021.pdf,538,false,,6826,Kamala Harris,42.0,56.0,3.0
77142,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,10/20/21,10/23/21,,"",,149431,2727,rv,,rv,,11/5/21 13:55,"",https://thehill.com/hilltv/what-americas-thinking/580291-what-americas-thinking-november-5-2021,538,false,,6826,Kamala Harris,39.0,45.0,16.0
77160,1027,Saint Leo U.,"","",Saint Leo University,299,Saint Leo University Polling Institute,C/D,Online Panel,,10/17/21,10/23/21,,"",,148900,1000,a,,a,,11/3/21 12:08,data provided by Jo-Ann Johnston,https://polls.saintleo.edu/saint-leo-university-poll-shows-bidens-job-approval-rating-wanes-from-the-early-days/,538,false,,6826,Kamala Harris,47.3,44.9,7.8
76909,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,10/16/21,10/19/21,,"",,146627,1003,rv,,rv,,10/20/21 20:38,"",https://static.foxnews.com/foxnews.com/content/uploads/2021/10/Fox_October-16-19_National_Topline_October-20-Release.pdf,538,false,,6826,Kamala Harris,45.0,53.0,2.0
76922,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,10/17/21,10/17/21,,"",,146664,1500,rv,,rv,,10/21/21 12:08,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-17-october/,538,false,,6826,Kamala Harris,37.0,38.0,25.0
76755,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,10/8/21,10/10/21,,"",,146320,1000,a,,a,,10/13/21 09:20,"",https://leger360.com/surveys/legers-north-american-tracker-october-13-2021/,538,false,,6826,Kamala Harris,43.0,55.0,3.0
76629,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,10/5/21,10/5/21,,"",,146132,1500,rv,,rv,,10/7/21 12:14,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-5-october/,538,false,,6826,Kamala Harris,39.0,38.0,23.0
76604,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,9/24/21,9/26/21,,"",,146055,1001,a,,a,,10/3/21 20:33,"",https://projects.fivethirtyeight.com/polls/20211003_US_Leger.pdf,538,false,,6826,Kamala Harris,43.0,54.0,3.0
76470,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,9/24/21,9/25/21,,"",,145717,935,rv,,rv,,9/28/21 13:14,"",https://thehill.com/hilltv/what-americas-thinking/574297-rising-september-28-2021,538,false,,6826,Kamala Harris,42.0,41.0,16.0
76445,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,9/19/21,9/20/21,,"",,145716,1500,rv,,rv,,9/28/21 13:12,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-19-20-september/,538,false,,6826,Kamala Harris,39.0,36.0,26.0
76409,169,Gallup,"","",Gallup,112,Gallup,B+,Live Phone,,9/1/21,9/17/21,,"",,145712,527,a,,a,,9/28/21 13:12,half sample,https://news.gallup.com/poll/354872/biden-approval-rating-hits-new-low-harris.aspx,538,false,,6826,Kamala Harris,49.0,49.0,2.0
76120,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,9/10/21,9/13/21,,"",,145711,1002,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/09/Legers-North-American-Tracker-September-18th-2021.pdf,538,false,,6826,Kamala Harris,45.0,52.0,3.0
75985,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Live Phone/Probability Panel,,8/3/21,9/7/21,,"",,145714,2119,a,,a,,9/28/21 13:12,"",http://cdn.cnn.com/cnn/2021/images/09/10/rel5a.-.biden.us.economy.pdf,538,false,,6826,Kamala Harris,52.0,48.0,0
75985,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Live Phone/Probability Panel,,8/3/21,9/7/21,,"",,145715,1838,rv,,rv,,9/28/21 13:12,"",http://cdn.cnn.com/cnn/2021/images/09/10/rel5a.-.biden.us.economy.pdf,538,false,,6826,Kamala Harris,50.0,50.0,1.0
75949,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,9/4/21,9/5/21,,"",,145713,1500,rv,,rv,,9/28/21 13:12,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-4-5-september/,538,false,,6826,Kamala Harris,41.0,34.0,26.0
75790,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,8/27/21,8/30/21,,"",,145710,1004,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/08/Legers-North-American-Tracker-August-30th-2021-compressed.pdf,538,false,,6826,Kamala Harris,44.0,53.0,3.0
75618,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/14/21,8/17/21,,"",,145708,1500,a,,a,,9/28/21 13:12,"",https://docs.cdn.yougov.com/oacaip2ls4/econTabReport.pdf,538,false,,6826,Kamala Harris,39.0,45.0,17.0
75618,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/14/21,8/17/21,,"",,145709,1250,rv,,rv,,9/28/21 13:12,"",https://docs.cdn.yougov.com/oacaip2ls4/econTabReport.pdf,538,false,,6826,Kamala Harris,42.0,47.0,11.0
75560,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,8/13/21,8/15/21,,"",,145707,1005,a,,a,,9/28/21 13:12,"",https://projects.fivethirtyeight.com/polls/20210816_US_Leger.pdf,538,false,,6826,Kamala Harris,49.0,49.0,2.0
76478,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,8/12/21,8/14/21,,"",,145706,1907,rv,,rv,,9/28/21 13:12,"",https://thehill.com/hilltv/what-americas-thinking/568175-what-americas-thinking-august-17-2021,538,false,,6826,Kamala Harris,46.0,42.0,12.0
75489,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B,Online Panel,,8/4/21,8/5/21,,"",,145705,1103,rv,,rv,,9/28/21 13:12,"",https://thehill.com/hilltv/what-americas-thinking/567222-poll-55-percent-of-voters-approve-of-biden-as-president-47,538,false,,6826,Kamala Harris,47.0,43.0,10.0
75434,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,7/30/21,8/1/21,,"",,145704,1001,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/08/Legers-North-American-Tracker-August-2nd-2021_v2.pdf,538,false,,6826,Kamala Harris,49.0,50.0,2.0
75287,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,7/16/21,7/18/21,,"",,145703,1001,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/07/Legers-North-American-Tracker-July-21st-2021.pdf,538,false,,6826,Kamala Harris,49.0,48.0,3.0
75278,573,Zogby,"","",Zogby Analytics,395,Zogby Analytics,B-,Online Panel,,7/5/21,7/6/21,,"",,145702,681,lv,,lv,,9/28/21 13:12,"",https://zogbyanalytics.com/news/1030-the-zogby-poll-vice-president-kamala-harris-job-approval-may-and-july-2021,538,false,,6826,Kamala Harris,55.0,40.0,5.0
75034,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,7/2/21,7/4/21,,"",,145701,1003,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/07/Legers-North-American-Tracker-July-5th-2021.pdf,538,false,,6826,Kamala Harris,51.0,47.0,3.0
74983,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,6/19/21,6/22/21,,"",,145700,1001,rv,,rv,,9/28/21 13:12,"",https://static.foxnews.com/foxnews.com/content/uploads/2021/06/Fox_June-19-22-2021_Complete_National_Topline_June-30-Release.pdf,538,false,,6826,Kamala Harris,50.0,47.0,3.0
74976,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,6/18/21,6/20/21,,"",,145699,1001,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/06/Legers-North-American-Tracker-June-21st-2021.pdf,538,false,,6826,Kamala Harris,44.0,43.0,13.0
74895,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,6/4/21,6/6/21,,"",,145698,1004,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/06/Legers-North-American-Tracker-June-7th-2021_v3.pdf,538,false,,6826,Kamala Harris,45.0,40.0,15.0
75277,573,Zogby,"","",Zogby Analytics,395,Zogby Analytics,B-,Online Panel,,5/26/21,5/27/21,,"",,145697,868,lv,,lv,,9/28/21 13:12,"",https://zogbyanalytics.com/news/1030-the-zogby-poll-vice-president-kamala-harris-job-approval-may-and-july-2021,538,false,,6826,Kamala Harris,55.0,40.0,5.0
74850,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,5/21/21,5/23/21,,"",,145696,1002,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-25th-2021_v2.pdf,538,false,,6826,Kamala Harris,47.0,39.0,14.0
74805,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online Panel,,5/8/21,5/9/21,,"",,145695,1500,rv,,rv,,9/28/21 13:12,"",https://redfieldandwiltonstrategies.com/bidens-approval-rating-remains-high-whereas-pluralities-disapprove-of-all-congressional-leaders/,538,false,,6826,Kamala Harris,49.0,36.0,14.0
74784,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,5/7/21,5/9/21,,"",,145694,1003,a,,a,,9/28/21 13:12,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-10th-2021.pdf,538,false,,6826,Kamala Harris,47.0,39.0,14.0
74729,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/25/21,4/27/21,,"",,145692,1500,a,,a,,9/28/21 13:12,"",https://docs.cdn.yougov.com/40cminy7fl/econTabReport.pdf,538,false,,6826,Kamala Harris,43.0,37.0,19.0
74729,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,4/25/21,4/27/21,,"",,145693,1219,rv,,rv,,9/28/21 13:12,"",https://docs.cdn.yougov.com/40cminy7fl/econTabReport.pdf,538,false,,6826,Kamala Harris,47.0,39.0,13.0
74726,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Live Phone,,4/21/21,4/26/21,,"",,145691,1004,a,,a,,9/28/21 12:47,"",http://cdn.cnn.com/cnn/2021/images/04/28/rel3bbiden100days.pdf,538,false,,6826,Kamala Harris,53.0,38.0,10.0
74712,1575,Leger,"1436,1783",The Canadian Press | The Association for Canadian Studies,Leger,572,Leger,B/C,Online Panel,,4/23/21,4/25/21,,"",,145690,1003,a,,a,,9/28/21 12:44,"",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/04/Legers-North-American-Tracker-April-26th-2021-compressed.pdf,538,false,,6826,Kamala Harris,47.0,39.0,15.0
74408,1027,Saint Leo U.,"","",Saint Leo University,299,Saint Leo University Polling Institute,C/D,Online Panel,,2/7/21,2/14/21,,"",,145668,1000,a,,a,,9/27/21 14:04,"",https://polls.saintleo.edu/new-saint-leo-polling-survey-shows-six-out-of-10-americans-like-bidens-job-performance-so-far/,538,false,,6826,Kamala Harris,55.2,31.7,0
