poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,dem,rep,ind
83479,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/20/23,6/22/23,,"",,179086,7439,rv,,rv,TRUE,8/17/23 10:44,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83351,552,Winston,1312,Winning the Issues,The Winston Group,385,The Winston Group,A/B,,,6/19/23,6/21/23,,"",,178478,1000,rv,,rv,,8/7/23 10:29,"",https://www.winningtheissues.org/wp-content/uploads/2023/08/Winning-the-Issues-June-2023-National-Survey.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,45.0,
83480,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/19/23,6/21/23,,"",,179087,7439,rv,,rv,TRUE,8/17/23 10:44,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83067,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online Panel/Text-to-Web/Email,,6/19/23,6/20/23,,"",,174944,1015,rv,,rv,,6/22/23 09:10,"",https://emersoncollegepolling.com/june-2023-national-third-party-candidacy-could-derail-president-bidens-reelection-bid/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.6,44.2,
83481,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/18/23,6/20/23,,"",,179088,7439,rv,,rv,TRUE,8/17/23 10:45,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83083,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,B+,Live Phone,,6/16/23,6/20/23,,"",,174975,1000,rv,,rv,,6/25/23 10:55,"",https://www.nbcnews.com/meet-the-press/first-read/trumps-gop-lead-grows-latest-indictment-poll-finds-rcna90420,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,48.0,46.0,
83482,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/17/23,6/19/23,,"",,179089,7439,rv,,rv,TRUE,8/17/23 10:45,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83050,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,6/15/23,6/19/23,,"",,174849,1000,lv,,lv,,6/21/23 12:49,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/06/National-Presentation-RELEASE-6-20-2023.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,48.0,
83483,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/16/23,6/18/23,,"",,179090,7439,rv,,rv,TRUE,8/17/23 10:45,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83484,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/15/23,6/17/23,,"",,179091,7439,rv,,rv,TRUE,8/17/23 10:45,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83485,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/14/23,6/16/23,,"",,179092,7439,rv,,rv,TRUE,8/17/23 10:45,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83486,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/13/23,6/15/23,,"",,179093,7439,rv,,rv,TRUE,8/17/23 10:46,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83487,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/12/23,6/14/23,,"",,179094,7439,rv,,rv,TRUE,8/17/23 10:46,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83488,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/11/23,6/13/23,,"",,179095,7439,rv,,rv,TRUE,8/17/23 10:46,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
83489,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/10/23,6/12/23,,"",,179096,7439,rv,,rv,TRUE,8/17/23 10:46,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
83490,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/9/23,6/11/23,,"",,179097,7439,rv,,rv,TRUE,8/17/23 10:47,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
83009,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,6/8/23,6/11/23,,"",,174506,2000,lv,,lv,,6/15/23 09:18,"",https://americasnewmajorityproject.com/most-oppose-construction-of-new-3-5-billion-fbi-headquarters/,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,40.1,46.4,
83491,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/8/23,6/10/23,,"",,179098,7439,rv,,rv,TRUE,8/17/23 10:47,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
83492,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/7/23,6/9/23,,"",,179099,7439,rv,,rv,TRUE,8/17/23 10:47,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82998,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,6/6/23,6/8/23,,"",,174317,800,lv,,lv,,6/13/23 14:09,"",https://senopportunity.org/wp-content/uploads/2023/06/2023-06-43-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,47.0,
83493,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/6/23,6/8/23,,"",,179100,7439,rv,,rv,TRUE,8/17/23 10:47,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82995,1554,RMG Research,"","",RMG Research,555,RMG Research,B-,,,6/6/23,6/7/23,,"",,178811,,lv,,lv,,8/16/23 09:43,"",https://www.dailysignal.com/2023/08/16/poll-60-of-republican-primary-voters-support-trump-for-president/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,44.0,
83494,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/5/23,6/7/23,,"",,179101,7439,rv,,rv,TRUE,8/17/23 10:48,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83495,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/4/23,6/6/23,,"",,179102,7439,rv,,rv,TRUE,8/17/23 10:48,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
83496,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/3/23,6/5/23,,"",,179103,7439,rv,,rv,TRUE,8/17/23 10:48,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83497,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/2/23,6/4/23,,"",,179104,7439,rv,,rv,TRUE,8/17/23 10:48,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83498,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,6/1/23,6/3/23,,"",,179105,7439,rv,,rv,TRUE,8/17/23 10:48,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83499,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/31/23,6/2/23,,"",,179106,7439,rv,,rv,TRUE,8/17/23 10:49,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83500,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/30/23,6/1/23,,"",,179107,7439,rv,,rv,TRUE,8/17/23 10:49,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
83501,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/29/23,5/31/23,,"",,179108,7439,rv,,rv,TRUE,8/17/23 10:49,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
83502,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/28/23,5/30/23,,"",,179109,7439,rv,,rv,TRUE,8/17/23 10:50,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
83503,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/27/23,5/29/23,,"",,179110,7439,rv,,rv,TRUE,8/17/23 10:50,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
83504,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/26/23,5/28/23,,"",,179111,7439,rv,,rv,TRUE,8/17/23 10:50,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
83505,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/25/23,5/27/23,,"",,179112,7439,rv,,rv,TRUE,8/17/23 10:50,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
82950,1701,NewsNation/Decision Desk HQ,"","",NewsNation,696,NewsNation,B/C,Online Panel,,5/25/23,5/26/23,,"",,174129,1000,rv,,rv,,6/6/23 10:04,"",https://www.newsnationnow.com/polls/newsnation-poll-economy-schools/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.3,42.81,
83506,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/24/23,5/26/23,,"",,179113,7439,rv,,rv,TRUE,8/17/23 10:51,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
82902,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,5/24/23,5/25/23,,"",,173842,800,lv,,lv,,5/30/23 16:06,"",https://senopportunity.org/wp-content/uploads/2023/05/2023-05-42-GUNS-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,45.0,
83507,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/23/23,5/25/23,,"",,179114,7439,rv,,rv,TRUE,8/17/23 10:51,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82897,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,5/22/23,5/25/23,,"",,173823,1035,lv,,lv,,5/26/23 21:11,"",https://echelonin.wpenginepowered.com/wp-content/uploads/May-2023-Omnibus-Topline-EXTERNAL.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,46.0,
83508,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/22/23,5/24/23,,"",,179115,7439,rv,,rv,TRUE,8/17/23 10:51,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82877,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,5/17/23,5/24/23,,"",,173601,1000,lv,,lv,,5/24/23 18:44,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/05/National-May-Presentation-RELEASE-05-24-23.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,46.0,
83509,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/21/23,5/23/23,,"",,179116,7439,rv,,rv,TRUE,8/17/23 10:51,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83510,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/20/23,5/22/23,,"",,179117,7439,rv,,rv,TRUE,8/17/23 10:51,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83511,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/19/23,5/21/23,,"",,179118,7439,rv,,rv,TRUE,8/17/23 10:52,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
83512,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/18/23,5/20/23,,"",,179119,7439,rv,,rv,TRUE,8/17/23 10:52,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83513,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/17/23,5/19/23,,"",,179120,7439,rv,,rv,TRUE,8/17/23 10:52,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
82876,1347,Cygnal Political,"","",Cygnal,67,Cygnal,A,Online Panel/Text-to-Web,,5/16/23,5/18/23,,"",,173578,2527,lv,,lv,,5/24/23 17:01,"",https://www.cygn.al/wp-content/uploads/2023/05/Cygnal-May-National-Deck.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.9,45.2,
83514,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/16/23,5/18/23,,"",,179121,7439,rv,,rv,TRUE,8/17/23 10:53,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83515,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/15/23,5/17/23,,"",,179122,7439,rv,,rv,TRUE,8/17/23 10:53,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83516,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/14/23,5/16/23,,"",,179123,7439,rv,,rv,TRUE,8/17/23 10:53,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83517,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/13/23,5/15/23,,"",,179124,7439,rv,,rv,TRUE,8/17/23 10:53,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83518,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/12/23,5/14/23,,"",,179125,7439,rv,,rv,TRUE,8/17/23 10:54,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82875,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,B/C,Online Panel,,5/8/23,5/14/23,,"",,173577,1122,rv,,rv,,5/24/23 17:01,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/646e292e79a67c4836927252/1684941104097/Clarity+Omnibus+Overview+-+May+2023.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,41.0,
83519,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/11/23,5/13/23,,"",,179126,7439,rv,,rv,TRUE,8/17/23 10:54,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
82834,1418,WPA Intelligence,"","",WPA Intelligence,383,WPA Intelligence,B/C,Online Panel,,5/10/23,5/13/23,,"",,173393,782,rv,,rv,,5/22/23 09:47,split sample; asked of those who saw DeSantis at top of ticket,https://projects.fivethirtyeight.com/polls/20230522_US_WPAi.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,42.0,
82834,1418,WPA Intelligence,"","",WPA Intelligence,383,WPA Intelligence,B/C,Online Panel,,5/10/23,5/13/23,,"",,173401,789,rv,,rv,,5/22/23 15:13,split sample; asked of those who saw Trump at top of ticket,https://projects.fivethirtyeight.com/polls/20230522_US_WPAi.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,44.0,
83520,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/10/23,5/12/23,,"",,179127,7439,rv,,rv,TRUE,8/17/23 10:54,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,44.0,
83521,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/9/23,5/11/23,,"",,179128,7439,rv,,rv,TRUE,8/17/23 10:54,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83522,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/8/23,5/10/23,,"",,179129,7439,rv,,rv,TRUE,8/17/23 10:55,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83523,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/7/23,5/9/23,,"",,179130,7439,rv,,rv,TRUE,8/17/23 10:55,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83524,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/6/23,5/8/23,,"",,179131,7439,rv,,rv,TRUE,8/17/23 10:56,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83525,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/5/23,5/7/23,,"",,179132,7439,rv,,rv,TRUE,8/17/23 10:56,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82850,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,5/4/23,5/7/23,,"",,173376,2000,lv,,lv,,5/19/23 17:25,"",https://americasnewmajorityproject.com/large-majorities-americans-support-abortion-restrictions/,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,40.6,48.4,
83526,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/4/23,5/6/23,,"",,179133,7439,rv,,rv,TRUE,8/17/23 10:56,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83527,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/3/23,5/5/23,,"",,179134,7439,rv,,rv,TRUE,8/17/23 10:57,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83528,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/2/23,5/4/23,,"",,179135,7439,rv,,rv,TRUE,8/17/23 10:57,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83529,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,5/1/23,5/3/23,,"",,179136,7439,rv,,rv,TRUE,8/17/23 10:57,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83530,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/30/23,5/2/23,,"",,179137,7439,rv,,rv,TRUE,8/17/23 10:57,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
82741,1365,Change Research,"","",Change Research,48,Change Research,B-,Online Panel/Text-to-Web,,4/28/23,5/2/23,,"",,173394,1208,rv,,rv,,5/22/23 09:47,"",https://changeresearch.com/post/national-omnibus-poll/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,44.0,
83531,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/29/23,5/1/23,,"",,179138,7439,rv,,rv,TRUE,8/17/23 10:58,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
83079,552,Winston,1312,Winning the Issues,The Winston Group,385,The Winston Group,A/B,Online Panel,,4/28/23,4/30/23,,"",,174969,1000,rv,,rv,,6/23/23 08:49,"",https://www.winningtheissues.org/wp-content/uploads/2023/06/Winning-the-Issues-April-2023-National-Survey.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,47.0,
83532,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/28/23,4/30/23,,"",,179139,7439,rv,,rv,TRUE,8/17/23 10:59,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83533,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/27/23,4/29/23,,"",,179140,7439,rv,,rv,TRUE,8/17/23 10:59,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,42.0,
83534,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/26/23,4/28/23,,"",,179141,7439,rv,,rv,TRUE,8/17/23 10:59,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,43.0,
82703,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,4/25/23,4/27/23,,"",,172533,800,lv,,lv,,5/1/23 14:54,"",https://senopportunity.org/wp-content/uploads/2023/05/2023-04-41-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,46.0,
83535,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/25/23,4/27/23,,"",,179142,7439,rv,,rv,TRUE,8/17/23 11:00,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82704,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,4/24/23,4/27/23,,"",,172547,1000,lv,,lv,,5/1/23 17:05,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/05/National-April-Presentation-1-RELEASE-04-28-23.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,47.0,
83536,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/24/23,4/26/23,,"",,179143,7439,rv,,rv,TRUE,8/17/23 11:00,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82688,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online Panel,,4/24/23,4/25/23,,"",,172460,1100,rv,,rv,,4/27/23 09:09,"",https://emersoncollegepolling.com/strongapril-2023-national-poll-strong-strongbiden-and-trump-on-track-for-2024-rematch-strong/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.8,42.0,
83537,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/23/23,4/25/23,,"",,179144,7439,rv,,rv,TRUE,8/17/23 11:00,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
83538,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online Panel,,4/22/23,4/24/23,,"",,179145,7439,rv,,rv,TRUE,8/17/23 11:00,"",https://pro.morningconsult.com/analysis/2024-generic-ballot-august-2023,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,43.0,
82889,1497,co/efficient,"","",co/efficient,514,co/efficient,B+,,,4/20/23,4/24/23,,"",,173745,1956,lv,,lv,,5/25/23 10:35,"",https://rollcall.com/2023/05/24/left-behind-polling-memo-shows-abortion-hurting-outlook-for-gop/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,40.0,36.0,
