candidate,date,pct_trend_adjusted,state,cycle
Donald Trump,2020-09-27,46.19852,Florida,2020
Joseph R. Biden Jr.,2020-09-26,47.95317,Florida,2020
Donald Trump,2020-09-26,46.26423,Florida,2020
Joseph R. Biden Jr.,2020-09-25,47.92481,Florida,2020
Donald Trump,2020-09-25,46.24452,Florida,2020
Joseph R. Biden Jr.,2020-09-24,47.98621,Florida,2020
Donald Trump,2020-09-24,46.45083,Florida,2020
Joseph R. Biden Jr.,2020-09-23,48.03199,Florida,2020
Donald Trump,2020-09-23,46.39767,Florida,2020
Joseph R. Biden Jr.,2020-09-22,48.10664,Florida,2020
Donald Trump,2020-09-22,46.06504,Florida,2020
Joseph R. Biden Jr.,2020-09-21,48.07137,Florida,2020
Donald Trump,2020-09-21,46.03895,Florida,2020
Joseph R. Biden Jr.,2020-09-20,48.07166,Florida,2020
Donald Trump,2020-09-20,46.0331,Florida,2020
Joseph R. Biden Jr.,2020-09-19,48.00675,Florida,2020
Donald Trump,2020-09-19,45.86059,Florida,2020
Joseph R. Biden Jr.,2020-09-18,48.01755,Florida,2020
Donald Trump,2020-09-18,45.85771,Florida,2020
Joseph R. Biden Jr.,2020-09-17,48.00371,Florida,2020
Donald Trump,2020-09-17,45.96542,Florida,2020
Joseph R. Biden Jr.,2020-09-16,48.48328,Florida,2020
Donald Trump,2020-09-16,46.15711,Florida,2020
Joseph R. Biden Jr.,2020-09-15,48.54315,Florida,2020
Donald Trump,2020-09-15,46.14991,Florida,2020
Joseph R. Biden Jr.,2020-09-14,48.57256,Florida,2020
Donald Trump,2020-09-14,46.00172,Florida,2020
Joseph R. Biden Jr.,2020-09-13,48.60659,Florida,2020
Donald Trump,2020-09-13,45.96894,Florida,2020
Joseph R. Biden Jr.,2020-09-12,48.57382,Florida,2020
Donald Trump,2020-09-12,45.84901,Florida,2020
Joseph R. Biden Jr.,2020-09-11,48.59358,Florida,2020
Donald Trump,2020-09-11,45.86716,Florida,2020
Joseph R. Biden Jr.,2020-09-10,48.57759,Florida,2020
Donald Trump,2020-09-10,45.85051,Florida,2020
Joseph R. Biden Jr.,2020-09-09,48.5996,Florida,2020
Donald Trump,2020-09-09,45.81585,Florida,2020
Joseph R. Biden Jr.,2020-09-08,48.25331,Florida,2020
Donald Trump,2020-09-08,46.44715,Florida,2020
Joseph R. Biden Jr.,2020-09-07,48.49908,Florida,2020
Donald Trump,2020-09-07,45.79644,Florida,2020
Joseph R. Biden Jr.,2020-09-06,48.50466,Florida,2020
Donald Trump,2020-09-06,45.72796,Florida,2020
Joseph R. Biden Jr.,2020-09-05,48.49677,Florida,2020
Donald Trump,2020-09-05,45.73452,Florida,2020
Joseph R. Biden Jr.,2020-09-04,48.49329,Florida,2020
Donald Trump,2020-09-04,45.71104,Florida,2020
Joseph R. Biden Jr.,2020-09-03,48.6715,Florida,2020
Donald Trump,2020-09-03,45.40815,Florida,2020
Joseph R. Biden Jr.,2020-09-02,49.25926,Florida,2020
Donald Trump,2020-09-02,45.11409,Florida,2020
Joseph R. Biden Jr.,2020-09-01,49.30863,Florida,2020
Donald Trump,2020-09-01,45.09218,Florida,2020
Joseph R. Biden Jr.,2020-08-31,49.22866,Florida,2020
Donald Trump,2020-08-31,44.68665,Florida,2020
Joseph R. Biden Jr.,2020-08-30,49.1295,Florida,2020
Donald Trump,2020-08-30,43.85545,Florida,2020
Joseph R. Biden Jr.,2020-08-29,49.24901,Florida,2020
Donald Trump,2020-08-29,43.82327,Florida,2020
Joseph R. Biden Jr.,2020-08-28,49.27498,Florida,2020
Donald Trump,2020-08-28,43.65913,Florida,2020
Joseph R. Biden Jr.,2020-08-27,49.19095,Florida,2020
Donald Trump,2020-08-27,44.05255,Florida,2020
Joseph R. Biden Jr.,2020-08-26,49.18637,Florida,2020
Donald Trump,2020-08-26,44.04564,Florida,2020
Joseph R. Biden Jr.,2020-08-25,49.63086,Florida,2020
Donald Trump,2020-08-25,43.71869,Florida,2020
Joseph R. Biden Jr.,2020-08-24,50.02392,Florida,2020
Donald Trump,2020-08-24,43.65979,Florida,2020
Joseph R. Biden Jr.,2020-08-23,49.98829,Florida,2020
Donald Trump,2020-08-23,43.75082,Florida,2020
Joseph R. Biden Jr.,2020-08-22,49.88835,Florida,2020
Donald Trump,2020-08-22,43.84699,Florida,2020
Joseph R. Biden Jr.,2020-08-21,49.90858,Florida,2020
Donald Trump,2020-08-21,43.99014,Florida,2020
Joseph R. Biden Jr.,2020-08-20,50.12367,Florida,2020
Donald Trump,2020-08-20,44.70367,Florida,2020
Joseph R. Biden Jr.,2020-08-19,50.09816,Florida,2020
Donald Trump,2020-08-19,44.84573,Florida,2020
Joseph R. Biden Jr.,2020-08-18,50.1409,Florida,2020
Donald Trump,2020-08-18,44.84977,Florida,2020
Joseph R. Biden Jr.,2020-08-17,50.08905,Florida,2020
Donald Trump,2020-08-17,44.74084,Florida,2020
Joseph R. Biden Jr.,2020-08-16,49.99147,Florida,2020
Donald Trump,2020-08-16,44.84512,Florida,2020
Joseph R. Biden Jr.,2020-08-15,49.92192,Florida,2020
Donald Trump,2020-08-15,44.50839,Florida,2020
Joseph R. Biden Jr.,2020-08-14,49.92219,Florida,2020
Donald Trump,2020-08-14,44.5083,Florida,2020
Joseph R. Biden Jr.,2020-08-13,49.70308,Florida,2020
Donald Trump,2020-08-13,44.4759,Florida,2020
Joseph R. Biden Jr.,2020-08-12,49.52173,Florida,2020
Donald Trump,2020-08-12,44.34941,Florida,2020
Joseph R. Biden Jr.,2020-08-11,49.49488,Florida,2020
Donald Trump,2020-08-11,44.0369,Florida,2020
Joseph R. Biden Jr.,2020-08-10,49.27706,Florida,2020
Donald Trump,2020-08-10,43.87788,Florida,2020
Joseph R. Biden Jr.,2020-08-09,49.15493,Florida,2020
Donald Trump,2020-08-09,43.9476,Florida,2020
Joseph R. Biden Jr.,2020-08-08,49.15859,Florida,2020
Donald Trump,2020-08-08,43.94336,Florida,2020
Joseph R. Biden Jr.,2020-08-07,49.15859,Florida,2020
Donald Trump,2020-08-07,43.94336,Florida,2020
Joseph R. Biden Jr.,2020-08-06,49.22719,Florida,2020
Donald Trump,2020-08-06,44.09069,Florida,2020
Joseph R. Biden Jr.,2020-08-05,49.86708,Florida,2020
Donald Trump,2020-08-05,44.37836,Florida,2020
Joseph R. Biden Jr.,2020-08-04,49.98783,Florida,2020
Donald Trump,2020-08-04,44.20057,Florida,2020
Joseph R. Biden Jr.,2020-08-03,50.00445,Florida,2020
Donald Trump,2020-08-03,44.12491,Florida,2020
Joseph R. Biden Jr.,2020-08-02,49.83876,Florida,2020
Donald Trump,2020-08-02,43.91259,Florida,2020
Joseph R. Biden Jr.,2020-08-01,49.83398,Florida,2020
Donald Trump,2020-08-01,43.92176,Florida,2020
Joseph R. Biden Jr.,2020-07-31,49.83398,Florida,2020
Donald Trump,2020-07-31,43.92176,Florida,2020
Joseph R. Biden Jr.,2020-07-30,49.73317,Florida,2020
Donald Trump,2020-07-30,43.74707,Florida,2020
Joseph R. Biden Jr.,2020-07-29,49.77028,Florida,2020
Donald Trump,2020-07-29,43.59053,Florida,2020
Joseph R. Biden Jr.,2020-07-28,50.11631,Florida,2020
Donald Trump,2020-07-28,43.57582,Florida,2020
Joseph R. Biden Jr.,2020-07-27,50.1535,Florida,2020
Donald Trump,2020-07-27,43.0673,Florida,2020
Joseph R. Biden Jr.,2020-07-26,50.23117,Florida,2020
Donald Trump,2020-07-26,43.11038,Florida,2020
Joseph R. Biden Jr.,2020-07-25,49.82283,Florida,2020
Donald Trump,2020-07-25,42.23524,Florida,2020
Joseph R. Biden Jr.,2020-07-24,49.81657,Florida,2020
Donald Trump,2020-07-24,42.23381,Florida,2020
Joseph R. Biden Jr.,2020-07-23,49.79882,Florida,2020
Donald Trump,2020-07-23,42.25536,Florida,2020
Joseph R. Biden Jr.,2020-07-22,48.78502,Florida,2020
Donald Trump,2020-07-22,42.61905,Florida,2020
Joseph R. Biden Jr.,2020-07-21,49.27387,Florida,2020
Donald Trump,2020-07-21,42.54028,Florida,2020
Joseph R. Biden Jr.,2020-07-20,49.27634,Florida,2020
Donald Trump,2020-07-20,42.53947,Florida,2020
Joseph R. Biden Jr.,2020-07-19,49.28707,Florida,2020
Donald Trump,2020-07-19,42.5228,Florida,2020
Joseph R. Biden Jr.,2020-07-18,49.23768,Florida,2020
Donald Trump,2020-07-18,42.40312,Florida,2020
Joseph R. Biden Jr.,2020-07-17,49.20892,Florida,2020
Donald Trump,2020-07-17,42.40406,Florida,2020
Joseph R. Biden Jr.,2020-07-16,49.20965,Florida,2020
Donald Trump,2020-07-16,42.38482,Florida,2020
Joseph R. Biden Jr.,2020-07-15,49.2075,Florida,2020
Donald Trump,2020-07-15,42.38629,Florida,2020
Joseph R. Biden Jr.,2020-07-14,49.06382,Florida,2020
Donald Trump,2020-07-14,42.49209,Florida,2020
Joseph R. Biden Jr.,2020-07-13,48.52914,Florida,2020
Donald Trump,2020-07-13,42.57642,Florida,2020
Joseph R. Biden Jr.,2020-07-12,48.78667,Florida,2020
Donald Trump,2020-07-12,42.63018,Florida,2020
Joseph R. Biden Jr.,2020-07-11,48.89712,Florida,2020
Donald Trump,2020-07-11,42.58069,Florida,2020
Joseph R. Biden Jr.,2020-07-10,48.88399,Florida,2020
Donald Trump,2020-07-10,42.59253,Florida,2020
Joseph R. Biden Jr.,2020-07-09,48.86261,Florida,2020
Donald Trump,2020-07-09,42.57249,Florida,2020
Joseph R. Biden Jr.,2020-07-08,48.80956,Florida,2020
Donald Trump,2020-07-08,42.56761,Florida,2020
Joseph R. Biden Jr.,2020-07-07,49.02334,Florida,2020
Donald Trump,2020-07-07,42.7494,Florida,2020
Joseph R. Biden Jr.,2020-07-06,48.99254,Florida,2020
Donald Trump,2020-07-06,42.731,Florida,2020
Joseph R. Biden Jr.,2020-07-05,48.9977,Florida,2020
Donald Trump,2020-07-05,42.72932,Florida,2020
Joseph R. Biden Jr.,2020-07-04,48.99494,Florida,2020
Donald Trump,2020-07-04,42.72947,Florida,2020
Joseph R. Biden Jr.,2020-07-03,48.99494,Florida,2020
Donald Trump,2020-07-03,42.72405,Florida,2020
Joseph R. Biden Jr.,2020-07-02,49.43217,Florida,2020
Donald Trump,2020-07-02,42.31031,Florida,2020
Joseph R. Biden Jr.,2020-07-01,49.38848,Florida,2020
Donald Trump,2020-07-01,42.21274,Florida,2020
Joseph R. Biden Jr.,2020-06-30,49.41015,Florida,2020
Donald Trump,2020-06-30,42.11544,Florida,2020
Joseph R. Biden Jr.,2020-06-29,49.26454,Florida,2020
Donald Trump,2020-06-29,42.06092,Florida,2020
Joseph R. Biden Jr.,2020-06-28,49.32173,Florida,2020
Donald Trump,2020-06-28,42.10556,Florida,2020
Joseph R. Biden Jr.,2020-06-27,49.32173,Florida,2020
Donald Trump,2020-06-27,42.10556,Florida,2020
Joseph R. Biden Jr.,2020-06-26,49.33611,Florida,2020
Donald Trump,2020-06-26,42.10706,Florida,2020
Joseph R. Biden Jr.,2020-06-25,49.21989,Florida,2020
Donald Trump,2020-06-25,41.95737,Florida,2020
Joseph R. Biden Jr.,2020-06-24,49.9844,Florida,2020
Donald Trump,2020-06-24,42.63239,Florida,2020
Joseph R. Biden Jr.,2020-06-23,50.03712,Florida,2020
Donald Trump,2020-06-23,42.90503,Florida,2020
Joseph R. Biden Jr.,2020-06-22,49.82361,Florida,2020
Donald Trump,2020-06-22,42.84805,Florida,2020
Joseph R. Biden Jr.,2020-06-21,49.59812,Florida,2020
Donald Trump,2020-06-21,42.84244,Florida,2020
Joseph R. Biden Jr.,2020-06-20,49.61673,Florida,2020
Donald Trump,2020-06-20,42.83099,Florida,2020
Joseph R. Biden Jr.,2020-06-19,49.56013,Florida,2020
Donald Trump,2020-06-19,42.78432,Florida,2020
Joseph R. Biden Jr.,2020-06-18,49.57545,Florida,2020
Donald Trump,2020-06-18,42.77546,Florida,2020
Joseph R. Biden Jr.,2020-06-17,49.68922,Florida,2020
Donald Trump,2020-06-17,42.8078,Florida,2020
Joseph R. Biden Jr.,2020-06-16,49.72895,Florida,2020
Donald Trump,2020-06-16,42.89843,Florida,2020
Joseph R. Biden Jr.,2020-06-15,49.46834,Florida,2020
Donald Trump,2020-06-15,43.00391,Florida,2020
Joseph R. Biden Jr.,2020-06-14,49.45992,Florida,2020
Donald Trump,2020-06-14,42.9942,Florida,2020
Joseph R. Biden Jr.,2020-06-13,49.10048,Florida,2020
Donald Trump,2020-06-13,43.2716,Florida,2020
Joseph R. Biden Jr.,2020-06-12,48.43606,Florida,2020
Donald Trump,2020-06-12,44.94352,Florida,2020
Joseph R. Biden Jr.,2020-06-11,48.4411,Florida,2020
Donald Trump,2020-06-11,44.94252,Florida,2020
Joseph R. Biden Jr.,2020-06-10,48.43738,Florida,2020
Donald Trump,2020-06-10,44.94325,Florida,2020
Joseph R. Biden Jr.,2020-06-09,48.408,Florida,2020
Donald Trump,2020-06-09,44.97935,Florida,2020
Joseph R. Biden Jr.,2020-06-08,48.29892,Florida,2020
Donald Trump,2020-06-08,45.07691,Florida,2020
Joseph R. Biden Jr.,2020-06-07,48.29438,Florida,2020
Donald Trump,2020-06-07,45.07816,Florida,2020
Joseph R. Biden Jr.,2020-06-06,48.34124,Florida,2020
Donald Trump,2020-06-06,45.20599,Florida,2020
Joseph R. Biden Jr.,2020-06-05,48.21652,Florida,2020
Donald Trump,2020-06-05,45.31594,Florida,2020
Joseph R. Biden Jr.,2020-06-04,48.03403,Florida,2020
Donald Trump,2020-06-04,45.32273,Florida,2020
Joseph R. Biden Jr.,2020-06-03,48.02265,Florida,2020
Donald Trump,2020-06-03,45.40311,Florida,2020
Joseph R. Biden Jr.,2020-06-02,47.83928,Florida,2020
Donald Trump,2020-06-02,45.10775,Florida,2020
Joseph R. Biden Jr.,2020-06-01,47.80669,Florida,2020
Donald Trump,2020-06-01,45.07511,Florida,2020
Joseph R. Biden Jr.,2020-05-31,47.75618,Florida,2020
Donald Trump,2020-05-31,45.09131,Florida,2020
Joseph R. Biden Jr.,2020-05-30,47.75166,Florida,2020
Donald Trump,2020-05-30,45.1254,Florida,2020
Joseph R. Biden Jr.,2020-05-29,47.54842,Florida,2020
Donald Trump,2020-05-29,45.13956,Florida,2020
Joseph R. Biden Jr.,2020-05-28,47.54842,Florida,2020
Donald Trump,2020-05-28,45.13956,Florida,2020
Joseph R. Biden Jr.,2020-05-27,47.48215,Florida,2020
Donald Trump,2020-05-27,44.91739,Florida,2020
Joseph R. Biden Jr.,2020-05-26,47.94172,Florida,2020
Donald Trump,2020-05-26,44.69758,Florida,2020
Joseph R. Biden Jr.,2020-05-25,47.69754,Florida,2020
Donald Trump,2020-05-25,44.66632,Florida,2020
Joseph R. Biden Jr.,2020-05-24,47.69754,Florida,2020
Donald Trump,2020-05-24,44.66632,Florida,2020
Joseph R. Biden Jr.,2020-05-23,47.7869,Florida,2020
Donald Trump,2020-05-23,44.68735,Florida,2020
Joseph R. Biden Jr.,2020-05-22,47.80528,Florida,2020
Donald Trump,2020-05-22,44.762,Florida,2020
Joseph R. Biden Jr.,2020-05-21,47.79999,Florida,2020
Donald Trump,2020-05-21,44.758,Florida,2020
Joseph R. Biden Jr.,2020-05-20,47.88781,Florida,2020
Donald Trump,2020-05-20,44.78358,Florida,2020
Joseph R. Biden Jr.,2020-05-19,47.92138,Florida,2020
Donald Trump,2020-05-19,44.90301,Florida,2020
Joseph R. Biden Jr.,2020-05-18,47.79081,Florida,2020
Donald Trump,2020-05-18,44.91938,Florida,2020
Joseph R. Biden Jr.,2020-05-17,47.95758,Florida,2020
Donald Trump,2020-05-17,45.15508,Florida,2020
Joseph R. Biden Jr.,2020-05-16,47.98749,Florida,2020
Donald Trump,2020-05-16,45.02521,Florida,2020
Joseph R. Biden Jr.,2020-05-15,47.95295,Florida,2020
Donald Trump,2020-05-15,45.08827,Florida,2020
Joseph R. Biden Jr.,2020-05-14,47.93495,Florida,2020
Donald Trump,2020-05-14,45.07481,Florida,2020
Joseph R. Biden Jr.,2020-05-13,48.17916,Florida,2020
Donald Trump,2020-05-13,45.68578,Florida,2020
Joseph R. Biden Jr.,2020-05-12,48.22686,Florida,2020
Donald Trump,2020-05-12,45.5926,Florida,2020
Joseph R. Biden Jr.,2020-05-11,47.21368,Florida,2020
Donald Trump,2020-05-11,45.13283,Florida,2020
Joseph R. Biden Jr.,2020-05-10,47.21554,Florida,2020
Donald Trump,2020-05-10,45.13927,Florida,2020
Joseph R. Biden Jr.,2020-05-09,47.04105,Florida,2020
Donald Trump,2020-05-09,44.92625,Florida,2020
Joseph R. Biden Jr.,2020-05-08,47.18368,Florida,2020
Donald Trump,2020-05-08,45.12929,Florida,2020
Joseph R. Biden Jr.,2020-05-07,47.18711,Florida,2020
Donald Trump,2020-05-07,45.1259,Florida,2020
Joseph R. Biden Jr.,2020-05-06,47.19625,Florida,2020
Donald Trump,2020-05-06,45.12281,Florida,2020
Joseph R. Biden Jr.,2020-05-05,47.40923,Florida,2020
Donald Trump,2020-05-05,45.15574,Florida,2020
Joseph R. Biden Jr.,2020-05-04,47.62379,Florida,2020
Donald Trump,2020-05-04,45.01016,Florida,2020
Joseph R. Biden Jr.,2020-05-03,47.46877,Florida,2020
Donald Trump,2020-05-03,45.08243,Florida,2020
Joseph R. Biden Jr.,2020-05-02,47.56789,Florida,2020
Donald Trump,2020-05-02,45.05833,Florida,2020
Joseph R. Biden Jr.,2020-05-01,47.53996,Florida,2020
Donald Trump,2020-05-01,45.09849,Florida,2020
Joseph R. Biden Jr.,2020-04-30,47.47464,Florida,2020
Donald Trump,2020-04-30,45.08977,Florida,2020
Joseph R. Biden Jr.,2020-04-29,47.474,Florida,2020
Donald Trump,2020-04-29,45.08746,Florida,2020
Joseph R. Biden Jr.,2020-04-28,47.78788,Florida,2020
Donald Trump,2020-04-28,45.11349,Florida,2020
Joseph R. Biden Jr.,2020-04-27,47.49708,Florida,2020
Donald Trump,2020-04-27,44.86064,Florida,2020
Joseph R. Biden Jr.,2020-04-26,47.51725,Florida,2020
Donald Trump,2020-04-26,44.86492,Florida,2020
Joseph R. Biden Jr.,2020-04-25,47.50908,Florida,2020
Donald Trump,2020-04-25,44.90173,Florida,2020
Joseph R. Biden Jr.,2020-04-24,47.49643,Florida,2020
Donald Trump,2020-04-24,45.028,Florida,2020
Joseph R. Biden Jr.,2020-04-23,47.49643,Florida,2020
Donald Trump,2020-04-23,45.028,Florida,2020
Joseph R. Biden Jr.,2020-04-22,47.49644,Florida,2020
Donald Trump,2020-04-22,45.02799,Florida,2020
Joseph R. Biden Jr.,2020-04-21,47.49644,Florida,2020
Donald Trump,2020-04-21,45.02799,Florida,2020
Joseph R. Biden Jr.,2020-04-20,47.63365,Florida,2020
Donald Trump,2020-04-20,45.3574,Florida,2020
Joseph R. Biden Jr.,2020-04-19,47.79033,Florida,2020
Donald Trump,2020-04-19,45.99831,Florida,2020
Joseph R. Biden Jr.,2020-04-18,47.78088,Florida,2020
Donald Trump,2020-04-18,46.12174,Florida,2020
Joseph R. Biden Jr.,2020-04-17,47.72489,Florida,2020
Donald Trump,2020-04-17,46.11087,Florida,2020
Joseph R. Biden Jr.,2020-04-16,47.27653,Florida,2020
Donald Trump,2020-04-16,45.21774,Florida,2020
Joseph R. Biden Jr.,2020-04-15,46.96511,Florida,2020
Donald Trump,2020-04-15,44.93378,Florida,2020
Joseph R. Biden Jr.,2020-04-14,46.65736,Florida,2020
Donald Trump,2020-04-14,45.12633,Florida,2020
Joseph R. Biden Jr.,2020-04-13,46.35575,Florida,2020
Donald Trump,2020-04-13,45.06949,Florida,2020
Joseph R. Biden Jr.,2020-04-12,46.35585,Florida,2020
Donald Trump,2020-04-12,45.06954,Florida,2020
Joseph R. Biden Jr.,2020-04-11,46.62507,Florida,2020
Donald Trump,2020-04-11,44.36135,Florida,2020
Joseph R. Biden Jr.,2020-04-10,46.69227,Florida,2020
Donald Trump,2020-04-10,44.37082,Florida,2020
Joseph R. Biden Jr.,2020-04-09,46.95345,Florida,2020
Donald Trump,2020-04-09,44.40762,Florida,2020
Joseph R. Biden Jr.,2020-04-08,46.95338,Florida,2020
Donald Trump,2020-04-08,44.40767,Florida,2020
Joseph R. Biden Jr.,2020-04-07,46.91536,Florida,2020
Donald Trump,2020-04-07,44.43125,Florida,2020
Joseph R. Biden Jr.,2020-04-06,47.21986,Florida,2020
Donald Trump,2020-04-06,44.42122,Florida,2020
Joseph R. Biden Jr.,2020-04-05,47.06826,Florida,2020
Donald Trump,2020-04-05,44.53416,Florida,2020
Joseph R. Biden Jr.,2020-04-04,47.02342,Florida,2020
Donald Trump,2020-04-04,44.51622,Florida,2020
Joseph R. Biden Jr.,2020-04-03,47.09684,Florida,2020
Donald Trump,2020-04-03,47.18916,Florida,2020
Joseph R. Biden Jr.,2020-04-02,47.46063,Florida,2020
Donald Trump,2020-04-02,47.29639,Florida,2020
Joseph R. Biden Jr.,2020-04-01,47.46063,Florida,2020
Donald Trump,2020-04-01,47.29639,Florida,2020
Joseph R. Biden Jr.,2020-03-31,47.53635,Florida,2020
Donald Trump,2020-03-31,47.32405,Florida,2020
Joseph R. Biden Jr.,2020-03-30,47.67433,Florida,2020
Donald Trump,2020-03-30,47.41354,Florida,2020
Joseph R. Biden Jr.,2020-03-29,47.86679,Florida,2020
Donald Trump,2020-03-29,47.44133,Florida,2020
Joseph R. Biden Jr.,2020-03-28,47.93838,Florida,2020
Donald Trump,2020-03-28,47.49802,Florida,2020
Joseph R. Biden Jr.,2020-03-27,48.00823,Florida,2020
Donald Trump,2020-03-27,47.63111,Florida,2020
Joseph R. Biden Jr.,2020-03-26,48.00823,Florida,2020
Donald Trump,2020-03-26,47.63111,Florida,2020
Joseph R. Biden Jr.,2020-03-25,47.83451,Florida,2020
Donald Trump,2020-03-25,47.62305,Florida,2020
Joseph R. Biden Jr.,2020-03-24,47.81873,Florida,2020
Donald Trump,2020-03-24,47.33784,Florida,2020
Joseph R. Biden Jr.,2020-03-23,48.0934,Florida,2020
Donald Trump,2020-03-23,47.91722,Florida,2020
Joseph R. Biden Jr.,2020-03-22,48.18198,Florida,2020
Donald Trump,2020-03-22,48.14008,Florida,2020
Joseph R. Biden Jr.,2020-03-21,48.20511,Florida,2020
Donald Trump,2020-03-21,48.01993,Florida,2020
Joseph R. Biden Jr.,2020-03-20,48.20159,Florida,2020
Donald Trump,2020-03-20,48.00077,Florida,2020
Joseph R. Biden Jr.,2020-03-19,48.21355,Florida,2020
Donald Trump,2020-03-19,48.0149,Florida,2020
Joseph R. Biden Jr.,2020-03-18,47.98442,Florida,2020
Donald Trump,2020-03-18,47.75676,Florida,2020
Joseph R. Biden Jr.,2020-03-17,47.98442,Florida,2020
Donald Trump,2020-03-17,47.75676,Florida,2020
Joseph R. Biden Jr.,2020-03-16,47.99121,Florida,2020
Donald Trump,2020-03-16,47.81639,Florida,2020
Joseph R. Biden Jr.,2020-03-15,48.70717,Florida,2020
Donald Trump,2020-03-15,48.1502,Florida,2020
Joseph R. Biden Jr.,2020-03-14,48.76844,Florida,2020
Donald Trump,2020-03-14,48.22494,Florida,2020
Joseph R. Biden Jr.,2020-03-13,48.76683,Florida,2020
Donald Trump,2020-03-13,48.23071,Florida,2020
Joseph R. Biden Jr.,2020-03-12,48.59539,Florida,2020
Donald Trump,2020-03-12,48.29194,Florida,2020
Joseph R. Biden Jr.,2020-03-11,49.37434,Florida,2020
Donald Trump,2020-03-11,48.03201,Florida,2020
Joseph R. Biden Jr.,2020-03-10,49.55933,Florida,2020
Donald Trump,2020-03-10,47.81492,Florida,2020
Joseph R. Biden Jr.,2020-03-09,49.60567,Florida,2020
Donald Trump,2020-03-09,47.89994,Florida,2020
Joseph R. Biden Jr.,2020-03-08,49.75201,Florida,2020
Donald Trump,2020-03-08,48.05964,Florida,2020
Joseph R. Biden Jr.,2020-03-07,49.69675,Florida,2020
Donald Trump,2020-03-07,48.49887,Florida,2020
Joseph R. Biden Jr.,2020-03-06,49.43887,Florida,2020
Donald Trump,2020-03-06,47.5932,Florida,2020
Joseph R. Biden Jr.,2020-03-05,49.43862,Florida,2020
Donald Trump,2020-03-05,47.5935,Florida,2020
Joseph R. Biden Jr.,2020-03-04,49.43754,Florida,2020
Donald Trump,2020-03-04,47.59466,Florida,2020
Joseph R. Biden Jr.,2020-03-03,49.43264,Florida,2020
Donald Trump,2020-03-03,47.604,Florida,2020
Joseph R. Biden Jr.,2020-03-02,49.415,Florida,2020
Donald Trump,2020-03-02,47.60487,Florida,2020
Joseph R. Biden Jr.,2020-03-01,49.41354,Florida,2020
Donald Trump,2020-03-01,47.60153,Florida,2020
Joseph R. Biden Jr.,2020-02-29,49.41354,Florida,2020
Donald Trump,2020-02-29,47.60153,Florida,2020
Joseph R. Biden Jr.,2020-02-28,49.4374,Florida,2020
Donald Trump,2020-02-28,47.54006,Florida,2020
Joseph R. Biden Jr.,2020-02-27,49.23119,Florida,2020
Donald Trump,2020-02-27,47.51474,Florida,2020
Joseph R. Biden Jr.,2020-11-03,48.54042,Georgia,2020
Donald Trump,2020-11-03,47.36694,Georgia,2020
Joseph R. Biden Jr.,2020-11-02,48.54042,Georgia,2020
Donald Trump,2020-11-02,47.36694,Georgia,2020
Joseph R. Biden Jr.,2020-11-01,48.14192,Georgia,2020
Donald Trump,2020-11-01,47.16225,Georgia,2020
Joseph R. Biden Jr.,2020-10-31,48.36604,Georgia,2020
Donald Trump,2020-10-31,46.76,Georgia,2020
Joseph R. Biden Jr.,2020-10-30,48.39122,Georgia,2020
Donald Trump,2020-10-30,46.72357,Georgia,2020
Joseph R. Biden Jr.,2020-10-29,48.29921,Georgia,2020
Donald Trump,2020-10-29,46.64849,Georgia,2020
Joseph R. Biden Jr.,2020-10-28,48.24635,Georgia,2020
Donald Trump,2020-10-28,46.78997,Georgia,2020
Joseph R. Biden Jr.,2020-10-27,48.05234,Georgia,2020
Donald Trump,2020-10-27,46.86353,Georgia,2020
Joseph R. Biden Jr.,2020-10-26,47.57824,Georgia,2020
Donald Trump,2020-10-26,47.1758,Georgia,2020
Joseph R. Biden Jr.,2020-10-25,47.64826,Georgia,2020
Donald Trump,2020-10-25,47.29355,Georgia,2020
Joseph R. Biden Jr.,2020-10-24,47.10436,Georgia,2020
Donald Trump,2020-10-24,46.75725,Georgia,2020
Joseph R. Biden Jr.,2020-10-23,47.5596,Georgia,2020
Donald Trump,2020-10-23,46.59356,Georgia,2020
Joseph R. Biden Jr.,2020-10-22,47.47701,Georgia,2020
Donald Trump,2020-10-22,46.55466,Georgia,2020
Joseph R. Biden Jr.,2020-10-21,47.45851,Georgia,2020
Donald Trump,2020-10-21,46.49208,Georgia,2020
Joseph R. Biden Jr.,2020-10-20,47.34932,Georgia,2020
Donald Trump,2020-10-20,46.52189,Georgia,2020
Joseph R. Biden Jr.,2020-10-19,47.77115,Georgia,2020
Donald Trump,2020-10-19,46.64601,Georgia,2020
Joseph R. Biden Jr.,2020-10-18,47.91813,Georgia,2020
Donald Trump,2020-10-18,46.62828,Georgia,2020
Joseph R. Biden Jr.,2020-10-17,47.87275,Georgia,2020
Donald Trump,2020-10-17,46.5982,Georgia,2020
Joseph R. Biden Jr.,2020-10-16,47.86535,Georgia,2020
Donald Trump,2020-10-16,46.58686,Georgia,2020
Joseph R. Biden Jr.,2020-10-15,47.82421,Georgia,2020
Donald Trump,2020-10-15,46.60799,Georgia,2020
Joseph R. Biden Jr.,2020-10-14,47.81245,Georgia,2020
Donald Trump,2020-10-14,46.59265,Georgia,2020
Joseph R. Biden Jr.,2020-10-13,47.65842,Georgia,2020
Donald Trump,2020-10-13,46.97272,Georgia,2020
Joseph R. Biden Jr.,2020-10-12,47.5401,Georgia,2020
