poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,imputed_sample_size,politician_id,politician,favorable,unfavorable,alternate_answers,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
83107,1406,Global Strategy Group/GBAO/Navigator Research,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,6/14/23,6/20/23,,"",,175206,1000,rv,,rv,,6/29/23 09:53,"",https://navigatorresearch.org/four-in-five-americans-support-raising-taxes-on-the-rich-and-corporations-to-reduce-the-deficit/,"",false,,1000,42,Joe Biden,41.0,58.0,2.0,16.0,25.0,14.0,44.0
83107,1406,Global Strategy Group/GBAO/Navigator Research,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,6/14/23,6/20/23,,"",,175209,1000,rv,,rv,,6/29/23 09:53,"",https://navigatorresearch.org/four-in-five-americans-support-raising-taxes-on-the-rich-and-corporations-to-reduce-the-deficit/,"",false,,1000,3084,Ron DeSantis,33.0,49.0,18.0,12.0,21.0,12.0,37.0
83050,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,6/15/23,6/19/23,,"",,174850,1000,lv,,lv,,6/21/23 12:50,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/06/National-Presentation-RELEASE-6-20-2023.pdf,"",false,,1000,42,Joe Biden,41.0,56.0,3.0,18.0,23.0,14.0,41.0
83077,399,Rasmussen (Pulse Opinion Research),"","",Rasmussen Reports,277,Rasmussen Reports,B,IVR/Online Panel,,6/15/23,6/19/23,,"",,174962,1051,lv,,lv,,6/22/23 11:25,"",https://www.rasmussenreports.com/public_content/politics/biden_administration/nikki_haley_has_little_chance_in_2024_most_voters_say,"",false,,1051,6657,Nikki Haley,41.0,40.0,19.0,11.0,30.0,19.0,21.0
83040,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Live Phone/Probability Panel,,6/13/23,6/17/23,,"",,174717,1350,a,,a,,6/20/23 21:54,"",https://www.cnn.com/2023/06/20/politics/cnn-poll-trump-indictment-republicans-2024/index.html,"",false,,1350,42,Joe Biden,32.0,56.0,11.0,,,,
83040,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Live Phone/Probability Panel,,6/13/23,6/17/23,,"",,174718,,rv,,rv,,6/20/23 21:54,"",https://www.cnn.com/2023/06/20/politics/cnn-poll-trump-indictment-republicans-2024/index.html,"",false,,,42,Joe Biden,35.0,56.0,8.0,,,,
83040,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Live Phone/Probability Panel,,6/13/23,6/17/23,,"",,174720,1350,a,,a,,6/20/23 21:54,"",https://www.cnn.com/2023/06/20/politics/cnn-poll-trump-indictment-republicans-2024/index.html,"",false,,1350,11,Donald Trump,33.0,59.0,8.0,,,,
83040,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Live Phone/Probability Panel,,6/13/23,6/17/23,,"",,174721,,rv,,rv,,6/20/23 21:54,"",https://www.cnn.com/2023/06/20/politics/cnn-poll-trump-indictment-republicans-2024/index.html,"",false,,,11,Donald Trump,35.0,59.0,6.0,,,,
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174642,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,11,Donald Trump,45.0,48.0,6.0,29.0,16.0,12.0,36.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174643,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,19014,Robert F. Kennedy,45.0,25.0,29.0,13.0,33.0,15.0,10.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174644,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,3084,Ron DeSantis,43.0,37.0,20.0,18.0,25.0,13.0,24.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174645,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,42,Joe Biden,41.0,52.0,7.0,20.0,21.0,12.0,40.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174647,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,25,Mike Pence,38.0,45.0,18.0,12.0,26.0,22.0,22.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174648,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,2712,Tim Scott,35.0,25.0,40.0,12.0,23.0,13.0,12.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174649,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,6657,Nikki Haley,34.0,30.0,37.0,10.0,24.0,15.0,15.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174650,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,21,Chris Christie,27.0,43.0,30.0,6.0,21.0,23.0,20.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174651,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,19009,Vivek G. Ramaswamy,27.0,18.0,55.0,10.0,17.0,10.0,9.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174653,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,6597,Asa Hutchinson,18.0,25.0,57.0,5.0,13.0,13.0,12.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174654,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,3846,Marianne Williamson,17.0,24.0,58.0,5.0,12.0,13.0,11.0
83031,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,B,Online Panel,,6/14/23,6/15/23,,"",,174655,2090,rv,,rv,,6/17/23 11:54,"",https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,"",false,,2090,8249,Doug Burgum,14.0,17.0,69.0,5.0,10.0,9.0,9.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174394,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,11,Donald Trump,43.0,53.0,3.0,25.0,18.0,10.0,43.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174395,1303,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",false,,1303,11,Donald Trump,43.0,54.0,2.0,27.0,16.0,9.0,45.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174400,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,42,Joe Biden,45.0,52.0,3.0,20.0,25.0,11.0,41.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174401,1303,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",false,,1303,42,Joe Biden,45.0,53.0,1.0,22.0,23.0,11.0,42.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174403,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,6657,Nikki Haley,33.0,34.0,33.0,9.0,24.0,14.0,20.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174404,1303,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",false,,1303,6657,Nikki Haley,35.0,36.0,29.0,10.0,25.0,15.0,21.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174406,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,3084,Ron DeSantis,41.0,46.0,13.0,18.0,23.0,12.0,34.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174407,1303,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",false,,1303,3084,Ron DeSantis,42.0,48.0,10.0,20.0,22.0,11.0,37.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174409,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,3846,Marianne Williamson,19.0,24.0,57.0,4.0,15.0,14.0,10.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174411,1298,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1298,3846,Marianne Williamson,19.0,26.0,55.0,4.0,15.0,15.0,11.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174412,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,19014,Robert F. Kennedy,49.0,30.0,21.0,13.0,36.0,16.0,14.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174414,1298,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1298,19014,Robert F. Kennedy,50.0,32.0,18.0,13.0,37.0,16.0,16.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174415,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,25,Mike Pence,36.0,53.0,11.0,8.0,28.0,24.0,29.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174416,1303,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",false,,1303,25,Mike Pence,37.0,56.0,6.0,9.0,28.0,24.0,32.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174418,1500,a,,a,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,21,Chris Christie,27.0,51.0,22.0,5.0,22.0,26.0,25.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174419,1303,rv,,rv,,6/14/23 10:52,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",false,,1303,21,Chris Christie,28.0,54.0,18.0,5.0,23.0,27.0,27.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174421,1500,a,,a,,6/14/23 10:53,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,19009,Vivek G. Ramaswamy,26.0,19.0,55.0,7.0,19.0,8.0,11.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174422,1303,rv,,rv,,6/14/23 10:53,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",false,,1303,19009,Vivek G. Ramaswamy,27.0,19.0,53.0,8.0,19.0,8.0,11.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174424,1500,a,,a,,6/14/23 10:53,"",https://docs.cdn.yougov.com/rx1plz8umr/econtoplines.pdf,"",false,,1500,2712,Tim Scott,33.0,25.0,43.0,13.0,20.0,12.0,13.0
83004,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/10/23,6/13/23,,"",,174425,1303,rv,,rv,,6/14/23 10:53,"",https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,"",false,,1303,2712,Tim Scott,36.0,27.0,38.0,15.0,21.0,12.0,15.0
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174450,1735,rv,,rv,,6/14/23 14:13,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,11,Donald Trump,37.0,59.0,4.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174452,1735,rv,,rv,,6/14/23 14:13,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,3084,Ron DeSantis,33.0,48.0,19.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174454,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,6657,Nikki Haley,23.0,35.0,41.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174456,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,25,Mike Pence,25.0,59.0,17.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174458,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,42,Joe Biden,42.0,54.0,4.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174460,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,2712,Tim Scott,22.0,22.0,56.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174462,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,6597,Asa Hutchinson,10.0,17.0,73.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174464,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,21,Chris Christie,19.0,53.0,29.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174466,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,19009,Vivek G. Ramaswamy,12.0,12.0,75.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174468,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,17604,Larry A. Elder,15.0,14.0,71.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174470,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,8249,Doug Burgum,2.0,7.0,91.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174472,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,19014,Robert F. Kennedy,31.0,26.0,44.0,,,,
83006,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,6/8/23,6/12/23,,"",,174474,1735,rv,,rv,,6/14/23 14:14,"",https://poll.qu.edu/poll-release?releaseid=3873,"",false,,1735,3846,Marianne Williamson,7.0,21.0,73.0,,,,
83007,399,Rasmussen (Pulse Opinion Research),"","",Rasmussen Reports,277,Rasmussen Reports,B,IVR/Online Panel,,6/7/23,6/11/23,,"",,174502,1003,lv,,lv,,6/14/23 16:00,"",https://www.rasmussenreports.com/public_content/politics/questions/questions/june_2023/questions_mike_pence_june_7_8_and_11_2023,"",false,,1003,25,Mike Pence,39.0,52.0,9.0,12.0,27.0,23.0,29.0
83007,399,Rasmussen (Pulse Opinion Research),"","",Rasmussen Reports,277,Rasmussen Reports,B,IVR/Online Panel,,6/7/23,6/11/23,,"",,174590,1003,lv,,lv,,6/16/23 10:56,"",https://www.rasmussenreports.com/public_content/politics/biden_administration/few_voters_think_tim_scott_can_win_gop_nomination,"",false,,1003,2712,Tim Scott,43.0,33.0,24.0,19.0,24.0,17.0,16.0
82979,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,B-,Probability Panel,,6/9/23,6/10/23,,"",,174262,910,a,,a,,6/11/23 11:37,"",https://www.ipsos.com/en-us/abc-news-ipsos-trump-federal-indictment,"",false,,910,11,Donald Trump,31.0,56.0,11.0,,,,
82979,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,B-,Probability Panel,,6/9/23,6/10/23,,"",,174263,910,a,,a,,6/11/23 11:37,"",https://www.ipsos.com/en-us/abc-news-ipsos-trump-federal-indictment,"",false,,910,42,Joe Biden,31.0,52.0,16.0,,,,
82955,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/3/23,6/6/23,,"",,174150,1500,a,,a,,6/7/23 10:39,"",https://docs.cdn.yougov.com/nujc21mujt/econtoplines.pdf,"",false,,1500,11,Donald Trump,38.0,57.0,4.0,21.0,17.0,11.0,46.0
82955,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/3/23,6/6/23,,"",,174151,1315,rv,,rv,,6/7/23 10:39,"",https://docs.cdn.yougov.com/r0o0a2nef6/econTabReport.pdf,"",false,,1315,11,Donald Trump,40.0,58.0,2.0,22.0,18.0,10.0,48.0
82955,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/3/23,6/6/23,,"",,174156,1500,a,,a,,6/7/23 10:40,"",https://docs.cdn.yougov.com/nujc21mujt/econtoplines.pdf,"",false,,1500,42,Joe Biden,43.0,53.0,4.0,20.0,23.0,13.0,40.0
82955,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/3/23,6/6/23,,"",,174157,1315,rv,,rv,,6/7/23 10:40,"",https://docs.cdn.yougov.com/r0o0a2nef6/econTabReport.pdf,"",false,,1315,42,Joe Biden,44.0,53.0,2.0,22.0,22.0,11.0,42.0
82955,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/3/23,6/6/23,,"",,174159,1500,a,,a,,6/7/23 10:40,"",https://docs.cdn.yougov.com/nujc21mujt/econtoplines.pdf,"",false,,1500,3084,Ron DeSantis,36.0,49.0,15.0,16.0,20.0,11.0,38.0
82955,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,6/3/23,6/6/23,,"",,174160,1315,rv,,rv,,6/7/23 10:40,"",https://docs.cdn.yougov.com/r0o0a2nef6/econTabReport.pdf,"",false,,1315,3084,Ron DeSantis,39.0,51.0,11.0,18.0,21.0,10.0,41.0
83008,1406,Global Strategy Group/GBAO/Navigator Research,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,6/2/23,6/5/23,,"",,174504,1001,rv,,rv,,6/15/23 09:16,"",https://navigatorresearch.org/favorability-of-ron-desantis-continues-to-decline-nationally/,"",false,,1001,3084,Ron DeSantis,32.0,48.0,20.0,13.0,18.0,11.0,37.0
83008,1406,Global Strategy Group/GBAO/Navigator Research,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,6/2/23,6/5/23,,"",,174580,1001,rv,,rv,,6/16/23 10:03,"",https://navigatorresearch.org/anti-transgender-laws-seen-as-attempt-to-control-americans-rights-and-freedoms/,"",false,,1001,42,Joe Biden,42.0,56.0,2.0,15.0,26.0,13.0,43.0
83008,1406,Global Strategy Group/GBAO/Navigator Research,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online Panel,,6/2/23,6/5/23,,"",,174584,1001,rv,,rv,,6/16/23 10:03,"",https://navigatorresearch.org/anti-transgender-laws-seen-as-attempt-to-control-americans-rights-and-freedoms/,"",false,,1001,11,Donald Trump,41.0,58.0,1.0,23.0,18.0,10.0,48.0
83051,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online Panel/Text-to-Web,,5/25/23,6/5/23,,"",,174854,1625,lv,,lv,,6/21/23 12:50,"",https://www.dataforprogress.org/blog/2023/6/21/a-no-labels-candidate-would-be-an-unserious-contender-and-a-threat-to-democracy,"",false,,1625,42,Joe Biden,42.0,56.0,2.0,18.0,24.0,12.0,44.0
83051,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online Panel/Text-to-Web,,5/25/23,6/5/23,,"",,174856,1625,lv,,lv,,6/21/23 12:50,"",https://www.dataforprogress.org/blog/2023/6/21/a-no-labels-candidate-would-be-an-unserious-contender-and-a-threat-to-democracy,"",false,,1625,11,Donald Trump,40.0,59.0,2.0,25.0,15.0,10.0,49.0
82934,399,Rasmussen (Pulse Opinion Research),"","",Rasmussen Reports,277,Rasmussen Reports,B,IVR/Online Panel,,5/30/23,6/1/23,,"",,174089,1012,lv,,lv,,6/5/23 10:32,"",https://www.rasmussenreports.com/public_content/politics/public_surveys/gop_voters_favor_trump_over_desantis_nearly_2_to_1,"",false,,1012,3084,Ron DeSantis,49.0,43.0,8.0,25.0,24.0,16.0,27.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173894,1500,a,,a,,5/31/23 14:27,"",https://docs.cdn.yougov.com/rs54vpy9kc/econtoplines.pdf,"",false,,1500,6597,Asa Hutchinson,17.0,25.0,58.0,4.0,13.0,13.0,12.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173895,1313,rv,,rv,,5/31/23 14:27,"",https://docs.cdn.yougov.com/krv45w30fz/econTabReport.pdf,"",false,,1313,6597,Asa Hutchinson,17.0,27.0,56.0,4.0,13.0,14.0,13.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173897,1500,a,,a,,5/31/23 14:27,"",https://docs.cdn.yougov.com/rs54vpy9kc/econtoplines.pdf,"",false,,1500,19009,Vivek G. Ramaswamy,22.0,20.0,58.0,7.0,15.0,9.0,11.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173898,1313,rv,,rv,,5/31/23 14:27,"",https://docs.cdn.yougov.com/krv45w30fz/econTabReport.pdf,"",false,,1313,19009,Vivek G. Ramaswamy,23.0,21.0,57.0,8.0,15.0,9.0,12.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173900,1500,a,,a,,5/31/23 14:27,"",https://docs.cdn.yougov.com/rs54vpy9kc/econtoplines.pdf,"",false,,1500,2712,Tim Scott,31.0,27.0,42.0,12.0,19.0,13.0,14.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173901,1313,rv,,rv,,5/31/23 14:27,"",https://docs.cdn.yougov.com/krv45w30fz/econTabReport.pdf,"",false,,1313,2712,Tim Scott,33.0,28.0,39.0,14.0,19.0,13.0,15.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173923,1500,a,,a,,5/31/23 14:29,"",https://docs.cdn.yougov.com/rs54vpy9kc/econtoplines.pdf,"",false,,1500,11,Donald Trump,40.0,56.0,4.0,23.0,17.0,11.0,45.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173924,1313,rv,,rv,,5/31/23 14:29,"",https://docs.cdn.yougov.com/krv45w30fz/econTabReport.pdf,"",false,,1313,11,Donald Trump,40.0,57.0,3.0,24.0,16.0,10.0,47.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173929,1500,a,,a,,5/31/23 14:29,"",https://docs.cdn.yougov.com/rs54vpy9kc/econtoplines.pdf,"",false,,1500,42,Joe Biden,43.0,52.0,4.0,19.0,24.0,11.0,41.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173930,1313,rv,,rv,,5/31/23 14:29,"",https://docs.cdn.yougov.com/krv45w30fz/econTabReport.pdf,"",false,,1313,42,Joe Biden,46.0,53.0,2.0,21.0,25.0,10.0,43.0
82912,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,5/27/23,5/31/23,,"",,173932,1500,a,,a,,5/31/23 14:30,"",https://docs.cdn.yougov.com/rs54vpy9kc/econtoplines.pdf,"",false,,1500,6657,Nikki Haley,31.0,35.0,35.0,10.0,21.0,16.0,19.0
